"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Cellular Processes","Cell growth and death","hsa04110","Cell cycle","99/3495","158/8362",0.626582278481013,1.49913619818547,5.36731164925817,7.86185394200965e-08,2.7673725875874e-05,2.52406889717152e-05,"4175/8556/1030/595/27085/9319/1017/1871/1019/1869/5933/9088/990/545/23594/5591/8317/7042/51434/1111/983/1875/4172/4085/113130/151648/994/26271/64682/4609/3066/701/1026/9134/10926/90381/699/993/890/7532/891/25847/898/8318/7027/5001/4171/10393/8881/6502/4176/5925/4173/1022/23047/5347/7465/7272/80174/11200/5516/1663/5111/57082/81620/9232/4089/10459/23595/10403/5525/4998/9700/8243/8379/55869/1870/157570/1647/991/9212/4088/995/10274/5529/4087/996/9184/8454/9133/1029/9126/1874/7709/546/4999/7534/2932/5934",99
"Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","33/3495","43/8362",0.767441860465116,1.83615131250624,4.65806527431839,3.20268873517923e-06,0.000563673217391545,0.000514115823278772,"35/34/125/10449/51/38/3032/3033/3030/1376/1374/23205/30/37/224/36/124/126/1632/23305/10455/2182/130/219/1892/1962/223/1375/126129/217/2180/33/8310",33
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","67/3495","108/8362",0.62037037037037,1.48427383033964,4.29232576247454,1.58743766329575e-05,0.00186259352493368,0.00169883679756212,"11260/1434/348995/57510/3838/10527/8480/9818/55110/51068/29107/57122/5901/51194/79711/23165/23511/3839/3843/64328/5905/129401/22916/23279/9631/79023/9688/7329/4928/30000/7514/55308/10921/55705/3837/10189/55746/80145/11097/10284/79902/53371/9972/5903/1917/84321/23534/25909/57187/4686/3842/392517/23636/7175/3840/3836/65110/7919/64901/100101267/9883/81929/79228/65109/23225/55706/5411",67
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","27/3495","36/8362",0.75,1.79442060085837,4.0476744319325,5.28664830945739e-05,0.00465225051232251,0.00424323087995922,"4175/5983/6742/5558/5984/10535/4172/5422/5425/54107/2237/1763/57804/5427/79621/4171/6119/4176/5557/23649/4173/5111/5982/3978/246243/5985/5424",27
"Metabolism","Global and overview maps","hsa01212","Fatty acid metabolism","38/3495","57/8362",0.666666666666667,1.59504053409633,3.8197609883285,0.000125486561989625,0.00883425396406957,0.00805755819091274,"35/34/10449/51/38/3032/3033/3030/6319/1376/1374/23205/2194/30/37/31/51495/3992/6342/60481/36/9415/23305/2182/401494/7923/54898/1892/1962/79071/51144/1375/9524/201562/126129/2180/33/8310",38
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","24/3495","33/8362",0.727272727272727,1.74004421901418,3.6094434161749,0.000309354399214398,0.018148791420578,0.0165531739930511,"5433/5440/221830/25885/84172/51728/9533/10849/30834/171568/51082/64425/5436/10623/10622/55718/5432/10621/84265/5430/661/27297/5431/5441",24
"Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","32/3495","48/8362",0.666666666666667,1.59504053409633,3.50335532940978,0.000426484651277241,0.0214460853213698,0.0195605742315125,"35/34/10449/38/3032/3033/3030/30/3155/224/587/36/4329/3158/549/26275/11112/219/4594/27034/259307/1892/1962/3028/54511/223/64064/1629/5096/217/3712/56922",32
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","82/3495","154/8362",0.532467532467532,1.27396094606395,2.90771858597463,0.00250987587293386,0.11043453840909,0.100725281742741,"1311/4233/1282/595/10319/3381/8516/284217/1277/7148/3673/6696/7058/1101/1278/80310/3683/2321/1293/5228/1284/3695/7422/22801/3685/3371/1285/8174/2277/5159/1288/5747/83660/5293/3383/3791/1499/3696/341640/2317/87/64098/3987/5156/83706/5880/5155/3682/3678/3385/9459/1956/3912/1280/29780/1287/3675/5649/80144/3908/7143/3672/3655/3915/998/2200/1286/55612/8503/3082/2335/5296/2064/5829/3909/1297/3687/3910/5879/2932/3681/3479",82
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","52/3495","93/8362",0.559139784946237,1.33777593182273,2.77565642639271,0.00402235309204848,0.157318698711229,0.143487449482431,"596/1030/1282/595/10319/1017/1871/1019/1869/284217/6256/1164/3673/7188/1284/4609/3685/1026/1163/9134/1285/1288/5747/898/598/5293/6502/5925/5728/6258/3912/7186/1287/3675/1870/3908/1647/3655/3915/4149/329/578/1286/8503/842/2335/5296/4792/5915/7709/3909/3910",52
"Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","53/3495","96/8362",0.552083333333333,1.32089294229852,2.67960086944905,0.00527838027947792,0.185798985837623,0.169463787920081,"290/3570/3589/3815/7850/948/2209/3553/3673/3569/2208/924/1435/3590/925/912/4254/2322/2811/916/930/933/1440/1380/2323/3112/3566/960/917/929/931/926/951/3678/911/952/915/3675/3552/1604/3672/3655/3115/4311/914/920/1441/3111/3117/2057/945/3113/3581",53
"Metabolism","Lipid metabolism","hsa01040","Biosynthesis of unsaturated fatty acids","18/3495","27/8362",0.666666666666667,1.59504053409633,2.62420440075366,0.00789834747117472,0.210454793205302,0.191951889735697,"51/6319/30/51495/3992/6342/60481/9415/10965/401494/54898/79071/122970/641371/51144/9524/201562/8310",18
"Human Diseases","Cancer: specific types","hsa05215","Prostate cancer","57/3495","106/8362",0.537735849056604,1.28656571382298,2.51602149513736,0.00817991220106792,0.210454793205302,0.191951889735697,"596/595/4314/7850/1017/1871/1869/5328/3326/5595/84699/2950/80310/6573/6655/2263/2350/4318/1026/9134/51176/2346/5159/6934/898/5293/1499/5925/5728/6932/572/5156/7039/5605/3320/354/5155/5327/1956/7113/5894/3845/1870/2308/6692/2885/8503/842/7184/369/5296/4792/2064/367/83439/2932/3479",57
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","42/3495","75/8362",0.56,1.33983404864092,2.50507585139292,0.00888116076715612,0.210454793205302,0.191951889735697,"4312/4973/34/51/948/6256/5346/6319/1376/1374/23205/30/28965/2168/2172/5467/6342/10062/5105/9415/2169/23305/3158/364/2182/4199/9370/6258/5106/7316/729359/1962/5468/5465/2167/123/1375/1593/126129/2180/33/8310",42
"Human Diseases","Cancer: specific types","hsa05223","Non-small cell lung cancer","41/3495","73/8362",0.561643835616438,1.34376702530033,2.49975016077256,0.00904826659010864,0.210454793205302,0.191951889735697,"4233/595/1871/1019/1869/6256/3798/5336/5595/3800/6655/5579/1026/3799/5293/5925/572/6258/7039/5605/238/1956/83593/5894/3845/1870/1647/5335/578/2885/8503/842/3082/369/5296/2064/1029/5915/5979/6789/11186",41
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","115/3495","232/8362",0.495689655172414,1.18596763849835,2.43421046129343,0.00926852135233911,0.210454793205302,0.191951889735697,"1301/288/7171/1311/6641/633/1282/161176/64236/477/1290/270/8736/8516/284217/1277/1462/3673/10529/7058/81624/1289/1278/6445/375790/6712/271/1293/4606/1284/25777/3695/22989/4621/22801/287/3685/482/1285/114793/84823/23500/1288/1824/6442/2273/8082/83660/2192/22795/3696/23224/2010/50509/84665/483/57731/4892/51332/7140/11155/7791/3930/1634/23345/9499/79188/3678/165904/6385/2199/2274/1287/3675/4634/2275/127294/3908/3672/85301/4636/2023/3655/478/25802/9124/2006/84676/56776/2200/91977/1286/4628/4811/9260/752/2335/272/4622/84033/84467/29767/7137/70/5318/4001/171024/4608/1297/480/832/84675/825/57159/64423",115
"Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","25/3495","41/8362",0.609756097560976,1.45887853728323,2.49588138114468,0.0101640098991197,0.210454793205302,0.191951889735697,"7516/675/6742/79728/25788/672/5425/4683/5893/580/57804/641/7979/6119/8438/11073/4361/5889/83990/5892/5890/5888/146956/10111/5424",25
"Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","25/3495","41/8362",0.609756097560976,1.45887853728323,2.49588138114468,0.0101640098991197,0.210454793205302,0.191951889735697,"4312/3576/595/1871/1019/1869/5595/7422/4609/4318/1026/9252/5925/5605/1956/5894/3845/1870/1890/4313/369/2064/1029/2261/11186",25
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","109/3495","221/8362",0.493212669683258,1.18004130011199,2.29853662655876,0.0132538091131991,0.259185600435894,0.236398349679868,"4316/115/111/1030/595/7850/1017/1871/1019/1869/545/8850/7042/5423/51434/5901/5595/387332/1111/84699/4488/3569/3683/8061/4085/64682/4609/701/1026/9134/567/5567/112/916/890/7514/109/5902/25847/898/83660/598/5293/3383/10393/8881/3112/2648/5602/5925/115650/3558/5728/917/4487/811/6416/11200/2002/7046/5605/9232/4089/4801/7132/821/9700/8379/915/3845/3600/2353/1870/991/6929/2114/4088/3107/9020/3601/3115/292/8503/3133/6513/8295/4087/2224/5296/4792/3105/3932/920/996/9184/55697/9133/1029/3111/113/3560/3117/3716/3135/3113/291/3134/5535/9519",109
"Human Diseases","Cancer: specific types","hsa05212","Pancreatic cancer","42/3495","77/8362",0.545454545454545,1.30503316426063,2.27860053365199,0.0158370515798377,0.282171765612897,0.257363602009371,"595/675/1871/1019/1869/7042/5595/7422/1026/5337/598/5293/5602/5925/572/7046/7039/5880/4089/9459/1956/5894/3845/1870/1647/4088/5888/998/578/10928/8503/842/4087/369/5296/2064/1029/5898/3716/5879/6772/5899",42
"Human Diseases","Neurodegenerative disease","hsa05014","Amyotrophic lateral sclerosis","168/3495","354/8362",0.474576271186441,1.135452583594,2.20672858395545,0.016032486682551,0.282171765612897,0.257363602009371,"596/348995/2906/498/65018/8480/9818/10382/5630/79861/116442/3798/6389/29107/5683/2878/57122/10213/127602/400916/3800/6392/23165/23511/5688/493869/10133/129401/4741/23279/9631/79023/9688/5701/2904/9542/5682/11047/7384/3084/10381/3799/56893/4747/506/6390/4928/1770/642659/144983/203068/147700/5719/7386/4705/2902/2521/3309/10280/3178/374291/220988/598/145957/4723/1965/7979/89953/5684/140775/146754/29796/5718/4720/9377/4700/10189/55746/1337/4707/6428/29979/3181/5693/4697/143471/5713/84790/4714/572/518/79902/7385/4698/1329/4694/53371/4719/1350/637/9001/9217/1327/7415/5695/25981/1351/2903/57679/7132/5689/4729/9972/64837/11273/5289/539/4717/5903/5690/6432/84134/5707/56901/7186/522/4695/5608/10376/4686/125965/311/4724/23636/7175/5691/4716/9973/515/5692/8632/1767/80208/10476/4713/5710/10452/842/100101267/847/9883/8878/81929/513/1347/516/5686/29978/23225/55706/514/2891/1349/5879/5535/2876/9896/25978",168
"Human Diseases","Cardiovascular disease","hsa05415","Diabetic cardiomyopathy","95/3495","192/8362",0.494791666666667,1.18381914639962,2.18349579435914,0.0178874693054867,0.284332498219959,0.259334365900381,"498/5164/948/1277/5166/6389/1376/7042/6392/1278/817/5579/1215/51660/7384/4318/506/6390/4846/1509/7386/489/4705/815/5500/374291/5293/4723/5602/183/29796/4720/9377/4700/5728/1337/4707/816/4697/9882/4689/4714/518/7385/4698/1329/4694/7046/4719/1350/1327/5880/1351/4729/5580/539/4717/23236/653361/56901/5524/522/4695/125965/4724/4716/515/5330/4313/4088/5465/10476/4713/2597/292/8503/6513/4087/513/5296/1347/3643/516/1375/5590/185/7137/514/2539/5332/1349/291/5879/2932/2936",95
"Human Diseases","Endocrine and metabolic disease","hsa04933","AGE-RAGE signaling pathway in diabetic complications","53/3495","101/8362",0.524752475247525,1.25550220258077,2.18907707469792,0.0189736630760783,0.284332498219959,0.259334365900381,"50507/596/51196/3576/5333/1282/595/113026/1019/1277/6401/5336/3553/7042/5595/1278/3569/5054/1284/5579/7422/1285/2277/4846/1288/5293/3383/5602/183/7046/4089/5580/23236/1287/3845/3552/5330/4313/4088/5335/998/2308/5581/1286/8503/4087/2335/5296/5590/185/5332/5879/6772",53
"Genetic Information Processing","Replication and repair","hsa03420","Nucleotide excision repair","34/3495","61/8362",0.557377049180328,1.33355847932644,2.21561208054811,0.0191493809559263,0.284332498219959,0.259334365900381,"5433/5983/5440/5984/5425/54107/57804/5427/8451/1069/5887/6119/1022/5111/5982/5436/3978/5886/8450/2067/2071/5432/2965/4331/2068/5430/5985/404672/2968/2967/5424/1642/5431/5441",34
"Genetic Information Processing","Replication and repair","hsa03430","Mismatch repair","15/3495","23/8362",0.652173913043478,1.56036573987684,2.28034488049413,0.019912570564754,0.284332498219959,0.259334365900381,"5983/6742/9156/5984/5425/4436/57804/6119/5111/5982/3978/2956/5985/5395/5424",15
"Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","51/3495","97/8362",0.525773195876289,1.25794433874607,2.16527203750062,0.0201940694758493,0.284332498219959,0.259334365900381,"2788/115/111/5593/2906/2792/5595/51764/817/6261/5579/2904/801/2893/5567/112/54331/55970/5187/109/2902/815/8863/9252/6263/776/2892/816/91860/2775/2977/51655/117/2903/2776/23236/2353/805/808/9722/5330/2790/775/113/2891/5332/2770/2786/4543/2983/2793",51
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","28/3495","49/8362",0.571428571428571,1.367177600654,2.18432551102853,0.0214074728124617,0.289824247307174,0.264343287765216,"1152/5831/54498/65263/4128/283208/224/57571/1610/4846/4129/6723/4953/8659/26/2805/6611/2628/55748/219/29920/113451/1159/112483/223/2593/217/112817",28
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","19/3495","31/8362",0.612903225806452,1.46640823295953,2.20455285787052,0.0222927288995894,0.290631132320573,0.265079232529231,"35/51/3030/54498/1806/224/57571/4329/26275/55748/2571/219/1892/1962/222/223/218/217/8310",19
"Environmental Information Processing","Signaling molecules and interaction","hsa04061","Viral protein interaction with cytokine and cytokine receptor","51/3495","98/8362",0.520408163265306,1.24510817202417,2.06822461844213,0.0253220016745665,0.312345681876752,0.284884667979693,"3570/3576/6387/6352/3569/6373/8743/8764/3588/3627/6358/6372/1435/8794/729230/6368/2920/3587/1237/10563/3558/6374/8795/6359/56477/8807/5473/3606/2921/2826/9547/7132/8797/6355/6375/2829/6369/1232/6349/3579/2919/51554/3572/6363/9560/3577/6846/3560/8740/29949/53832",51
"Organismal Systems","Digestive system","hsa04978","Mineral absorption","33/3495","60/8362",0.55,1.31590844062947,2.08097814475043,0.0263327331674107,0.312345681876752,0.284884667979693,"140803/477/340024/4501/6547/4499/1811/4494/4502/4493/4495/4496/3162/482/7421/1181/4891/79901/490/483/6550/115019/54822/540/9843/4490/475/478/55503/7779/65010/480/645745",33
"Organismal Systems","Digestive system","hsa04974","Protein digestion and absorption","53/3495","103/8362",0.514563106796116,1.23112351903552,1.99995880084848,0.0293992406993692,0.312345681876752,0.284884667979693,"1301/206358/1300/1295/1282/477/1290/340024/6547/1277/1303/1289/1294/1278/1293/6505/1284/80781/4224/482/1285/1305/169044/1288/6564/6520/1306/1310/50509/483/1359/4225/6519/340267/6550/8645/1280/643847/1287/1308/5645/54407/6510/85301/478/2006/1286/4311/10008/1357/1360/1297/480",53
"Organismal Systems","Immune system","hsa04650","Natural killer cell mediated cytotoxicity","59/3495","116/8362",0.508620689655172,1.21690592472004,1.9934290037495,0.0294272847972972,0.312345681876752,0.284884667979693,"2185/2214/5336/5595/3683/8743/6655/22914/5579/3822/7535/2215/962/80328/9436/3821/355/3805/79465/27040/117157/5293/3383/3002/7409/8795/5781/919/637/5605/5880/3823/3824/8797/5894/3845/7462/51744/3812/10870/3107/5335/259197/80329/2885/8503/3133/369/5296/3105/3932/5551/154064/3135/3811/356/5879/5535/2534",59
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","37/3495","69/8362",0.536231884057971,1.28296738612096,1.99998677731686,0.0309663013603764,0.312345681876752,0.284884667979693,"111/22802/5593/5734/1907/1909/1908/801/5139/5732/153/154/5567/112/1179/776/183/5137/91860/2977/117/3759/2776/23236/3778/805/808/5330/155/778/775/185/5136/5332/5535/2770/2983",37
"Human Diseases","Cancer: specific types","hsa05211","Renal cell carcinoma","37/3495","69/8362",0.536231884057971,1.28296738612096,1.99998677731686,0.0309663013603764,0.312345681876752,0.284884667979693,"4233/54583/2549/7042/5595/6921/6655/9915/7422/112399/1026/5293/1398/201163/572/7039/5781/5605/5155/5062/2034/5906/5894/3845/3091/2271/998/2885/8503/6513/3082/369/112398/5296/8453/5879/405",37
"Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","14/3495","22/8362",0.636363636363636,1.5225386916374,2.07954727254243,0.0320445521231758,0.312345681876752,0.284884667979693,"443/4128/224/57571/4129/26/138199/55748/219/3067/222/223/218/217",14
"Human Diseases","Immune disease","hsa05332","Graft-versus-host disease","22/3495","38/8362",0.578947368421053,1.38516677960997,2.01649251186987,0.0328775536405278,0.312345681876752,0.284884667979693,"3553/3569/3821/355/3112/3558/3002/3824/3552/3812/3107/3115/3133/3105/5551/3111/3117/3135/3811/3113/356/3134",22
"Human Diseases","Infectious disease: parasitic","hsa05143","African trypanosomiasis","21/3495","36/8362",0.583333333333333,1.39566046733429,2.0159406183891,0.0332496289202555,0.312345681876752,0.284884667979693,"3043/3039/3040/54106/6401/3553/3569/5579/355/3383/3827/3606/2776/23236/5330/7064/2150/5332/3910/356/3620",21
"Metabolism","Lipid metabolism","hsa00062","Fatty acid elongation","17/3495","28/8362",0.607142857142857,1.45262620069487,2.03289049902103,0.0336723323054099,0.312345681876752,0.284884667979693,"10449/3032/3033/3030/51495/60481/10965/401494/54898/1892/79071/122970/641371/51144/9524/201562/117145",17
"Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","19/3495","32/8362",0.59375,1.42058297567954,2.01988296477791,0.0337191361116948,0.312345681876752,0.284884667979693,"35/32/51/3030/8801/31/4329/55902/3939/8802/92483/26275/4594/3945/1892/1962/1629/5096/8310",19
"Metabolism","Nucleotide metabolism","hsa00230","Purine metabolism","64/3495","128/8362",0.5,1.19628040057225,1.89626276685805,0.036089438842646,0.322074758081644,0.29375837683882,"115/111/4830/2618/5152/5236/8833/5145/270/5151/5471/10606/3614/3251/471/957/654364/9060/271/6241/8654/284958/4831/5139/956/112/131870/6240/5138/11164/27115/109/5631/10846/4860/5143/5137/5634/377841/55276/51816/5167/132/2977/7498/93034/3615/4833/5144/5198/646625/353/124583/5158/30833/9583/272/5150/56985/113/5136/50808/2983/3704",64
"Environmental Information Processing","Signaling molecules and interaction","hsa04512","ECM-receptor interaction","46/3495","89/8362",0.51685393258427,1.2366044590185,1.90155304497182,0.0371591291982226,0.322074758081644,0.29375837683882,"1311/1282/10319/3381/8516/284217/948/1277/7148/3673/6696/7058/1101/1278/375790/1293/1284/3695/22801/3685/3371/1285/2811/1288/3696/3161/960/341640/3678/6385/3912/1280/1287/3675/5649/80144/3908/7143/3672/3655/3915/1286/2335/3909/1297/3910",46
"Human Diseases","Neurodegenerative disease","hsa05020","Prion disease","124/3495","262/8362",0.473282442748092,1.132357020389,1.8444935744925,0.0379382387600512,0.322074758081644,0.29375837683882,"2906/498/4684/10382/79861/10963/3798/6389/5683/3553/6352/5595/10213/3800/6392/84699/730/3569/5688/6261/5701/2904/1459/5682/11047/7384/10381/3799/5567/506/116443/6390/733/203068/147700/5719/7386/4705/2902/3309/374291/5293/4723/6263/1965/7979/89953/776/5684/5602/29796/5718/4720/9377/4700/1337/4707/3312/5693/4697/143471/5713/4689/84790/4714/572/518/7385/4698/1329/4694/4719/1350/1327/774/5880/5695/1351/2903/4851/5689/4729/5580/64837/539/4717/5690/653361/5707/56901/522/4695/3552/10376/125965/4724/5691/4716/515/5692/712/3915/10476/4713/5710/292/778/8503/842/1460/513/5296/1347/516/775/5686/514/1349/291/5879/5535/2534/714/2932",124
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","45/3495","87/8362",0.517241379310345,1.23753144886784,1.88720366607362,0.0384293745438325,0.322074758081644,0.29375837683882,"5366/596/595/7042/5595/6655/4609/4436/1026/51176/10018/324/6934/5293/374/1499/332/5602/2069/6932/572/7046/7039/5605/5880/4089/2956/1956/5894/3845/2353/1647/4088/578/2885/8503/842/4087/369/5296/5898/5879/83439/2932/5899",45
"Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","61/3495","122/8362",0.5,1.19628040057225,1.85061157300814,0.0400082233081923,0.327509176848458,0.298715008788217,"10231/51196/5333/595/113026/477/6548/6256/8850/5336/7068/5595/6009/5579/8648/4609/3066/3685/482/5567/4854/489/2099/5293/9611/1499/2648/29079/4855/483/9882/572/6258/5605/116931/4853/9442/1734/4851/1827/53919/23236/90390/5213/5894/3845/3091/5330/478/5335/2308/5469/8503/842/6513/5296/5332/480/6772/2932/5211",61
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","162/3495","349/8362",0.464183381088825,1.11058696213584,1.78830297378531,0.0419728822071927,0.335783057657542,0.306261461081191,"23035/2788/3570/1311/596/4233/1282/3815/595/1902/54541/10319/5008/1017/1019/8817/5523/3381/8516/284217/6256/1277/3326/2792/7148/3673/285/2149/5595/6696/7058/51764/84699/1101/1278/3569/6009/80310/2321/1293/672/5228/6655/1284/1435/92579/3695/2263/7422/4609/22801/3685/1026/5105/6446/3371/9223/9134/1285/10018/1978/2277/54331/55970/4254/2322/4846/10110/5294/5159/2690/930/1288/7532/23239/5747/898/8115/598/1440/5293/374/3791/5521/2323/3696/3566/1946/3558/5728/2069/5617/11140/572/5516/5156/7039/5106/5605/5563/3320/1944/2254/5155/3678/1956/5525/3912/1280/5894/1287/3675/3845/5649/125467750/3908/7143/3672/57121/2668/3655/3915/23533/2790/4915/1286/9180/2885/5529/8503/842/3082/2335/7184/5296/57818/3643/2538/23566/2064/2261/1441/3560/2057/5979/3716/117145/3909/1128/2688/1297/3910/7534/356/5879/4909/29941/2786/2793/2932/5934/3479",162
"Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","39/3495","75/8362",0.52,1.24413161659514,1.79960842575901,0.0470538817813311,0.361725381205605,0.329922970298175,"575/5366/596/595/1017/1019/545/9540/3732/1111/983/6241/5054/51246/1026/9134/83667/355/891/898/598/64065/5728/51512/8795/11200/637/901/8797/25898/10848/1647/9538/5268/842/9133/1029/7161/3479",39
"Metabolism","Carbohydrate metabolism","hsa00040","Pentose and glucuronate interconversions","20/3495","35/8362",0.571428571428571,1.367177600654,1.84453944979555,0.0481076566373401,0.361725381205605,0.329922970298175,"7358/7360/57016/6120/441282/6652/54575/54576/54657/54600/54577/54658/54578/79799/28970/231/729020/27294/9365/55277",20
"Human Diseases","Neurodegenerative disease","hsa05012","Parkinson disease","120/3495","255/8362",0.470588235294118,1.12591096524447,1.73031664529861,0.048351328339135,0.361725381205605,0.329922970298175,"111/57181/498/65018/10382/79861/3798/6389/5683/7318/10213/4128/3800/6392/5688/817/5701/801/25800/5682/11047/7384/10131/10381/3799/5567/506/6390/221074/4129/203068/4891/147700/5719/7386/4705/815/3309/374291/598/4723/6263/1965/7979/89953/5684/5602/9927/29796/5718/4720/9377/4700/1337/4707/816/5693/4697/27173/143471/5713/51465/84790/4714/1843/518/7385/4698/2774/1329/4694/135/91860/91252/4719/4137/1350/1327/5695/1351/5689/4729/25828/64837/539/4717/5690/7314/7345/7316/5707/56901/522/4695/805/10376/125965/6233/4724/808/5691/4716/515/5692/7311/5335/10476/4713/5710/292/842/513/1347/516/5686/120892/514/1349/291/2770",120
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","37/3495","71/8362",0.52112676056338,1.24682745975136,1.76986939369206,0.0503538172700985,0.361725381205605,0.329922970298175,"3326/4802/3822/925/567/5641/3821/3309/3805/8302/55080/3112/10197/3312/811/926/1520/3320/4801/821/3823/3824/4800/5994/3812/3107/3115/3133/3105/920/3111/3306/3117/3135/3811/3113/3134",37
"Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","37/3495","71/8362",0.52112676056338,1.24682745975136,1.76986939369206,0.0503538172700985,0.361725381205605,0.329922970298175,"4233/8140/3815/4916/5595/51548/2263/4609/2322/5159/27165/5293/57103/3939/5728/92483/5315/5156/5605/3945/1956/5213/5894/3845/6510/5163/3091/23410/3099/8503/6513/5296/2064/2261/5979/2539/5211",37
"Cellular Processes","Cell growth and death","hsa04218","Cellular senescence","76/3495","157/8362",0.484076433121019,1.15818229864319,1.69547130669221,0.053870943060432,0.375444679476884,0.342436086245364,"3576/1030/595/1017/1871/1019/1869/5933/545/5810/7042/5595/824/1111/983/1875/3569/6009/5054/801/10758/4683/4609/4605/1026/9134/1978/993/2305/890/891/5500/898/3805/5293/776/5925/286826/5728/59341/11200/91860/7046/4361/5605/54822/83593/5894/3845/805/5608/3552/1870/28996/808/1647/4088/3107/2308/292/8503/3133/4087/8878/5296/3105/9133/1029/10111/1874/3135/291/3134/5535/5934/132660",76
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","41/3495","80/8362",0.5125,1.22618741058655,1.72253413840345,0.0545977009257001,0.375444679476884,0.342436086245364,"3570/596/4233/2549/5336/5595/3569/80310/6655/5579/2263/7422/9542/3084/10018/1978/5159/598/5293/3791/5728/572/5156/7039/5605/5155/1956/5894/3845/5335/2885/8503/3082/2621/369/5296/2064/2261/3716/2932/3479",41
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","96/3495","202/8362",0.475247524752475,1.13705859856372,1.67093255602461,0.0554634185590852,0.375444679476884,0.342436086245364,"1311/596/4233/1282/595/10319/3381/8516/284217/1277/7148/3673/5595/824/6696/7058/1101/2909/1278/80310/2321/1293/5228/6655/1284/5579/3695/7422/22801/3685/3371/1285/2277/5159/1288/5747/5500/83660/5293/1398/3791/1499/3696/5602/2012/5728/2317/87/7409/64098/572/5156/2002/7791/5880/5155/3678/5062/1956/3912/1280/29780/5906/5894/1287/3675/5649/8395/9564/3908/7143/3672/103910/4636/3655/3915/998/329/1286/4638/2885/8503/3082/2335/5296/10627/2064/1793/5829/3909/1297/3910/5879/2534/2932/3479",96
"Human Diseases","Cancer: specific types","hsa05214","Glioma","39/3495","76/8362",0.513157894736842,1.2277614637452,1.69019419392879,0.0585715093120991,0.381305301821159,0.347781450524681,"595/1871/1019/1869/814/5336/5595/817/6655/5579/801/1026/5159/815/5293/5925/5728/816/5156/91860/7039/5605/5155/1956/5894/3845/805/1870/57118/808/1647/5335/578/2885/8503/369/5296/1029/3479",39
"Genetic Information Processing","Translation","hsa00970","Aminoacyl-tRNA biosynthesis","24/3495","44/8362",0.545454545454545,1.30503316426063,1.71903994640397,0.059578953409556,0.381305301821159,0.347781450524681,"2617/3376/1615/7407/8565/16/6897/51067/10056/3735/2193/124454/80222/2058/5917/5188/4141/7453/283459/4677/51520/79587/79731/833",24
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","24/3495","44/8362",0.545454545454545,1.30503316426063,1.71903994640397,0.059578953409556,0.381305301821159,0.347781450524681,"5983/5423/5984/3146/5425/54107/2237/57804/5427/4350/55247/7515/4913/5111/5982/3978/328/3980/79661/55775/5985/10038/252969/5424",24
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","48/3495","96/8362",0.5,1.19628040057225,1.63902991527907,0.0630804420247693,0.394547598578492,0.359859502291986,"115/111/596/595/1871/1019/1869/3714/5595/2852/1565/8647/6655/2100/4318/1026/5567/112/4854/109/2099/5747/5293/9611/5602/5925/4855/572/5605/4853/4851/1956/5894/3845/2353/1870/4313/2885/5469/8503/10498/369/5296/2064/1029/28514/113/3479",48
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","30/3495","57/8362",0.526315789473684,1.25924252691815,1.66416308485862,0.0638898099970854,0.394547598578492,0.359859502291986,"8813/6185/10195/79053/29880/11320/4121/56052/3703/8818/22845/58505/79644/57171/146664/201595/8704/79087/4249/2530/4247/746/23193/4245/4124/11282/84920/6184/1798/200185",30
